Trans,URL,Total_Ttl,Jbs_Fld,Trans_ID,Copyright,Pub_Worked,Total_Pub,Trans_loc,Trans_loc_lat,Trans_loc_lng,Trans_BD,Trans_DD,Age,Bio
Avni Givda,https://teis.yesevi.edu.tr/madde-detay/givda-avni,16,Performans Sanatları -  Kamu Ve Hukuk -  Yayıncılık,Yazar -  Mütercim -  Hukukçu -  Tiyatro Yazarı,True,Milli Eğitim Bakanlığı,1,Kırklareli,41.73486361337177,27.22474539623489,1909,1987,78,"Kırklareli/Lüleburgaz’da doğdu. İlköğrenimini İstanbul’da tamamladı. Bursa Erkek Lisesi'nde okudu. 1932’de Ankara Üniversitesi Hukuk Fakültesi'ni bitirdi. Anadolu’nun çeşitli yerlerinde hakimlik, Tarım Bakanlığı Hukuk Müşavirliği, Danıştay ve Anayasa Mahkemesi Üyeliği yaptı. 1971’de Anayasa Mahkemesi Başkan Vekilliği görevinde bulundu. 1974’te bu görevinden emekli oldu."
Ayanzade Namık Ekrem,https://teis.yesevi.edu.tr/madde-detay/namik-ekrem-ayanzade,1,Eğitim Ve Bilim -  Yayıncılık,Şair -  Yazar -  Eğitimci,False,Asır Kütüphanesi,1,Şanlıurfa,37.16708,38.79392,1878,1917,39,"Namık Ekrem, Kerkük'ten gelerek Birecik’e yerleşen bir ailenin çocuğu olan Ayanzade Mehmet Sürûri Efendi ile Birecik eşrafından Şeyh Hacı Kamil Ağa’nın kızı Hafize Hanımın çocuğu olarak 1878’de Şanlıurfa Birecik’te dünyaya geldi. Asıl adı Mehmet Ekrem’dir. Ayanzade Mehmet Sürûri Efendi’nin torunları soyadı kanunundan sonra Sürer soyadını aldı. 1895’te Birecik Rüşdiyesi’nden mezun olduktan sonra Halep İdadisi’ne devam etti. Mühendishane Mektebi’nde başladığı yükseköğrenimini Darülmuallimin-i Aliye’de tamamladı. Makriköy (Bakırköy) ve Mercan başta olmak üzere pek çok lisede matematik öğretmenliği yaptı. 6 Ağustos 1909’dan sonra Birecik’te İttihat ve Terakki Külüpleri ile temasa geçti."
Aydın Arıt,https://teis.yesevi.edu.tr/madde-detay/aydin-arit,4,Yayıncılık,Yazar -  Çevirmen,True,"Milliyet, Cem",2,İstanbul,41.01384,28.94966,1928,2003,75,"Büyük Çerkes Sürgünü’nde Kafkasya’dan sürülerek Anadolu’ya yerleşen Arıd adlı bir Abhaz-Adzığe ailesine mensup Ahmet Arıt ve Kamuran Hanım’ın iki çocuğundan büyüğüdür. Fikret Arıt’ın yeğeni olan Aydın Arıt, babasının 1938’de ölmesi ve annesinin yeniden evlenmesi üzerine halasının yanına yerleşti. Robert Kolejindeki eğitimini yarıda bırakıp Amerika’ya giden yazar, iki yıl denizlerde kaldıktan sonra Afrika’dayken görme yetisini kaybetti. 1951’e kadar gördüğü tedavilerle sağlığına kavuşup Türkiye’ye döndü, 1954-1973 yılları arasında İstanbul Film Sansür Heyeti’nin baştercümanlığını yaptı. 1994 yılında eşi Florans’ı kaybettikten sonra kızkardeşi Ömür Hanım'ın yanına yerleşti."
Ayfer Gürdal Ünal,https://teis.yesevi.edu.tr/madde-detay/gurdal-unal-ayfer,3,Eğitim Ve Bilim -  Yayıncılık,Yazar -  Eleştirmen -  Araştırmacı,True,"Boyner, Ötesi, Tarih Vakfı",3,İstanbul,41.01384,28.94966,1953,,71,"İstanbul’da doğan Ayfer Gürdal Ünal, Beylerbeyi İlkokulu'nu (1964) ve Üsküdar Amerikan Kız Lisesi'ni (1971) bitirdi. 1975 yılında İstanbul Üniversitesi İşletme Fakültesi'nden mezun oldu. 1975-1979 yıllarında Piar Piyasa Araştırma Ltd. Şirketinde, 1979-1986 yıllarında Ciba-Geigy İlaç Sanayi ve Ticaret Anonim Şirketinde pazarlama servisinde, 1986-1991 yıllarında Tüyap Fuarcılık Yapım Anonim Şirketinde Halkla İlişkiler bölümünde çalıştı. 1991-1996 yılları arasında Tüyap Kongreler Yapım Anomin Şirketinde genel müdür olarak görev yaptı. 1996-2005 yılları arasında Tüyap Holding Anonim Şirketinde yönetim kurulu üyeliğinde bulundu. 2007 yılında Boğaziçi Üniversitesi'nde yaz okulunda Çağdaş Türk Çocuk Edebiyatı dersi verdi. 1996 yılında ilk kitabıDoğum Gününde Gelen Ağaç, Çınar Yayınları tarafından yayımlandı. 2006 yılından itibaren her ayDünya Gazetesi'nde ""Çocuk Gözü"" köşesinde yazılar yazmaktadır. 2010 yılında Boğaziçi Üniversitesi Sosyal Bilimler Enstitüsü'nde ""Türk Çocuk Edebiyatında Engellilerin Temsili (1969-2009)"" başlıklı yüksek lisans tezini tamamladı. Ayfer Gürdal Ünal çeşitli sosyal sorumluluk projelerinde görev aldı. 2004-2005 yıllarında İlkyar Vakfı tarafından 16 ilde düzenlenen İlkyar Gezici Deneyler projesinde çocuk edebiyatı dalında gönüllü çalışan yazar, 2005-2006 ders yılında da Küçükyalı Çocuk Yuvasında çocuklarla çeşitli dallarda edebiyat etkinlikleri hazırladı."
Aytekin Karaçoban,https://teis.yesevi.edu.tr/madde-detay/karacoban-aytekin,10,Yayıncılık,Şair -  Çevirmen,True,"Mezopotamya, Öteki, Kavram, Peri, Gün, Dünya, Doruk, Everest",8,Kırşehir,39.14583,34.16389,1958,,66,"Kırşehir’de doğmuş olan şair ve çevirmen, 1970 yılında Kırşehir Gazi İlkokulu’ndan mezun oldu. 1973 yılında bitirdiği Polatlı Ortaokulu’ndan sonra Ankara Gazi Orman Çiftliği Lisesi’nde öğrenimine devam etti ve bu liseden 1976 yılında mezun oldu. 1984 yılında Dicle Üniversitesi Eğitim Fakültesi Fransız Dili ve Edebiyatı Bölümünde yükseköğrenimini tamamladı. Daha sonrasında iki yıl boyunca bu fakültede araştırma görevlisi olarak çalışan sanatçı, 1988 yılında Fransa, Rouen Üniversitesi’ndeFransız Direniş Şiiri 1940-1945adlı yüksek lisans tezini sundu. Aynı yıl Fransa, Bordeaux’ta yaşamaya başladı. 1992 yılından sonra sosyal danışmanlık yaptı. Sanatçının Fransızca-Türkçe şiir çevirileri vardır. Bir dönemYakamoz Dergisi’nin editörlüğünü üstlendi. Halen Fransa, Bordeaux’da yaşamına devam ediyor."
Ayten Mutlu,https://teis.yesevi.edu.tr/madde-detay/mutlu-ayten,10,Yayıncılık,Şair -  Çevirmen,True,"Serhat, Artshop, Gece",3,Balıkesir,39.64917,27.88611,1952,,72,Balıkesir / Bandırma'da doğdu. 1975 yılında İstanbul Üniversitesi İşletme Fakültesi'ni bitiren sanatçı daha sonra Yıldız Teknik Üniversitesi İnşaat Mühendisliği Fakültesi'ne devam etmekle birlikte fakülteyi üçüncü sınıftayken terketti. 1977 yılından 1998 yılına kadar çalıştığı Merkez Bankasından emekli oldu.
Ayşe Sarısayın,https://teis.yesevi.edu.tr/madde-detay/sarisayin-ayse,7,Yayıncılık,Yazar -  Çevirmen.,True,"Can, Everest",2,İstanbul,41.01384,28.94966,1957,,67,"İstanbul’da dünyaya geldi. Babası şair ve yazar Behçet Necatigil, annesi ise öğretmen Huriye Necatigil'dir. Ortaöğretimini 1976 yılında İstanbul Alman Lisesinde tamamladı. İstanbul Üniversitesi Kimya Fakültesi Kimya Mühendisliği Bölümünü 1981 yılında bitirdi. Daha sonra İstanbul Üniversitesi İşletme Fakültesi İşletme İktisadı Enstitüsünden 1986 yılında mezun oldu. Uzun yıllar ilaç sektöründeki şirketlerde yöneticilik yaptı. Bu süre zarfında öyküler, biyografiler yazdı ve çeviriler yaptı. Sarısayın İstanbul'da yaşamaktadır, evli ve bir çocuk sahibidir."
Ayşe Tunceroğlu,https://teis.yesevi.edu.tr/madde-detay/ayse-tunceroglu,3,Medya -  Eğitim Ve Bilim -  Yayıncılık,Öğretmen -  Gazeteci -  Yazar -  Çevirmen,True,"Babıali Kültür Yayıncılığı, Avcıol",2,İzmir,38.41273,27.13838,1958,,66,İzmir /  Ödemiş'te doğdu. İzmir Hatay Necati Bey İlkokulu’nda başladığı ilk öğrenimini Balıkesir Ali Şuuri İlkokulu’nda tamamladı. Balıkesir Ortaokulu’ndan mezun oldu. Balıkesir Lisesi’nde başladığı lise eğitimini Tire Lisesi’nde bitirdi. İstanbul Üniversitesi Edebiyat Fakültesi Türk Dili ve Edebiyatı Bölümü'nden 1979’da mezun oldu. Aynı zamanda Çapa Yüksek Öğretmen Okulu’nu bitirdi. Arifiye Öğretmen Lisesi’nde ve Adapazarı Ali Dilmen Lisesi’nde öğretmenlik yaptı. Sakarya Üniversitesi’nde Türk Dili okutmanı olarak çalıştı.
Ayşe İlker,https://teis.yesevi.edu.tr/madde-detay/ilker-ayse,1,Eğitim Ve Bilim -  Yayıncılık,Akademisyen -  Hikayeci -  Denemeci -  Türkolog,True,Akademi,1,"Gördes, Manisa",38.93278,28.28942,1960,,64,"Manisa Gördes'te doğdu. Ankara Üniversitesi Dil ve Tarih Coğrafya Fakültesi Türk Dili ve Edebiyatı Bölümü'nden 1982’de mezun oldu. Gazi Üniversitesi'nde ""Ersarı Türkmenleri Uludepe Ağzı"" başlıklı teziyle yüksek lisansını 1984’te, “Batı Grubu Türk Yazı Dillerinde Fiil” başlıklı teziyle doktorasını 1992’de tamamladı. Ankara ve İzmir Polis Koleji'nde öğretmen, Dokuz Eylül Üniversitesi'nde araştırma görevlisi, Gazi Üniversitesi'nde öğretim görevlisi olarak çalıştı. 1995'den beri Manisa Celal Bayar Üniversitesi Türk Dili ve Edebiyatı Bölümü’nde öğretim üyesi olan Ayşe İlker 2009’da profesör oldu. Evli ve üç çocuk annesidir."
Azer Yaran,https://teis.yesevi.edu.tr/madde-detay/azer-yaran,11,Medya -  Yayıncılık,Muhabir -  Şair -  Çevirmen,True,"Onur, Anadolu Çevirmenler ve Yazarlar Yayın Üretim Kooperatifi, Adam, İyi Şeyler, Cumhuriyet, Gendaş, Yapı Kredi",7,Ordu,40.97782,37.89047,1949,2005,56,"Ordu / Fatsa'ya bağlı Kavraz (Korucuk) Köyünde doğdu. İlk ve orta öğrenimini Fatsa'da tamamladıktan sonra Ordu Lisesinden 1967 yılında mezun oldu. Aynı yıl kazandığı Ankara Üniversitesi Dil Tarih Coğrafya Fakültesi Rus Dili ve Edebiyatı Bölümünü 1971 yılında bitirdi. 1970 yılında, henüz öğrenciyken, TRT'nin düzenlediği ses ve yetenek sınavından geçerek, kurumun çok sesli korosunda bas ses olarak çalışmaya başladı. 1974 yılında muhabirlik, 1975'de ise TRT de dış yayınlar muhabirliği görevine getirildi. 12 Eylül 1980'den sonra Sivas'a gönderildi. Bunun üzerine görevinden istifa eden Azer Yaran, bir müddet işsiz kaldı, 1982-1991 arasında, yayınevlerinde çevirmenlik ve reklam yazarlığı yaptı. İki evlilik yapan ve ilk evliliğinden bir çocuğu olan Yaran, 1992'den sonra Fatsa'nın Korucuk Köyü'nde inzivaya çekildi. 3 Ekim 2005'te amansız bir hastalık neticesinde Fatsa'da vefat etti."
Aziz Çalışlar,https://teis.yesevi.edu.tr/madde-detay/calislar-aziz,1,Eğitim Ve Bilim -  Yayıncılık,Yazar -  Çevirmen -  Araştırmacı,True,Altın Kitaplar,1,Ankara,39.91987,32.85427,1942,1995,53,"Ankara’da doğdu. Çalışlar, lise öğrenimini 1961’de Robert Kolej’den mezun olarak tamamladı. İstanbul Üniversitesi Hukuk Fakültesi’nde başladığı lisans eğitimini yarıda bırakarak özellikle felsefe, estetik ve tiyatro alanlarında araştırmalarını yürüten Çalışlar, hayatını yazar, araştırmacı ve çevirmen olarak sürdürdü. 1966’da Türkiye Milli Talebe Federasyonu ödülünü kazanan ilk oyunuRasputin1967’de yayımlandı. 1970’deCendereisimli radyo oyunu ile TRT ödülünü kazandı."
Azmi Nihad Erman,https://teis.yesevi.edu.tr/madde-detay/azmi-nihad-erman,8,Yayıncılık,Roman Yazarı -  Tercüman,True,"Necmeddin Salman Kitap Yayma Odası, Demet, Ressam Kemal Bakı, Renk, Halk, May",6,İstanbul,41.01384,28.94966,1911,1992,81,"İstanbul’da doğdu. Süreyya Hanım ile Nihat Bey’in oğludur. 1930’da Üsküdar İttihat ve Terakki Numune Mektebi'ni, Galatasaray Lisesi'ni bitirdi. İstanbul üniversitesi İktisat Fakültesi Gazetecilik Enstitüsü'nden mezun oldu. İktisadi Neşriyat Kolektif Şirketi’nin çıkardığıYıllık’ın yazı kurulunda yer aldı.İstanbulveTicaretgazetelerinde ekonomi yazıları yazdı.Türk Sözü, Ulus, Tan, Son Posta, Yeni Sabah, Yarın, Memleket, Tasvir-i Efkar, Son HavadisveGünaydıngazetelerinde yazdı.Karikatür, Papağan, Meydan-Larousse Büyük Lügat ve Ansiklopedisi’nde ve birçok yayınevlerinde yazılar yazdı. Çevirmenlik, istihbarat şefliği, yazı işleri müdürlüğü yaptı. İlk yazılarını 1927-28’de muallim Ahmet Halit Yaşaroğlu’nunÇocuk Dünyasıdergisinde,AkşamveSon Saatgazetelerinde yayımladı. Batı edebiyatından çeviriler yaptı. Basın Şeref Kartı sahibiydi.1961 yılında Yılın Gazetecisi Ödülü'nü aldı."
Azra Erhat,https://teis.yesevi.edu.tr/madde-detay/azra-erhat,1,Yayıncılık,Yazar,True,Cem,1,İstanbul,41.01384,28.94966,1915,1982,67,"Selanikli
Tevfik Bey ile Nasibe Hanım’ın dört çocuğundan biri olan Azra Erhat, 4 Haziran
1915’te İstanbul’da doğdu. Ailesi ile önce İzmir’e, 1925 yılında ise Viyana’ya
yerleşti. İlk ve orta öğrenimini Viyana ve 1927’de geçtikleri Belçika’da
tamamladı. Yükseköğrenimi için önce 1934 yılında İstanbul Üniversitesi Roman
Filolojisi’ne kaydoldu. Buradaki öğrenimi sırasında Hitler’den kaçıp Türkiye’ye
gelen Roman filolojisinin tanınmış profesörlerinden Leo Spitzer’in derslerini
takip etti. Spitzer’in üniversiteden ayrılma durumu söz konusu olunca onun
tavassutuyla Klasik Filoloji profesörlerinden Georg Rohde’den öğrenim görmek için
Ankara’ya Dil ve Tarih-Coğrafya Fakültesi’ne gitti (1936) ve burada önce çevirmen
olarak işe başladı. Rohde tarafından kendisinden istenilen Latin Dili Gramer’ini
çevirdi (1936). Daha sonra aynı fakültede öğrenimini sürdürdü ve mezuniyeti akabinde
Klasik Filoloji Bölümü’nde asistan ve doçent olarak görev aldı. Ancak bu görevi
yabancı uyruklularla evli olanların memur olamayacağı gerekçesine atfen 1945’te
bir Macar’la gerçekleştirdiği ve kısa süren evliliği bahanesiyle son buldu. Bir
süreYeni İstanbul,Vatangazetelerinde çalıştıktan sonra BM
Uluslararası Çalışma Bürosu’nda kütüphaneci olarak işe başladı. 12 Mart’ta
gizli cemiyet kurdukları iddiasıyla Sabahattin Eyuboğlu, Vedat Günyol’un da
aralarında bulunduğu yazarlarla tutuklandı. Yargılama sonunda beraat etti."
Aşım Cakıpbekov,https://teis.yesevi.edu.tr/madde-detay/asim-cakipbekov,2,Yayıncılık,Yazar -  Tercüman,True,"Kırgızstan, Mektep",2,"Şeker, Talas, Kırgızistan",42.54792,71.15776,1935,1994,59,Kırgızistan sınırları içerisindeki Talas'a bağlı Şeker köyünde geçimini çiftçilikle sağlayan bir ailenin çocuğu olarak dünyaya geldi. Babasını dört yaşındayken ağabeyini ise İkinci Dünya Savaşında kaybetmiştir. Ünlü Kırgız yazar Cengiz Aytmatov da aynı köyde doğmuştur. İlköğrenimini Şeker köyündeki ilköğretim okulunda tamamlamış daha sonra Ak Süyök ortaokuluna devam etmiş sekizinci sınıfa kadar bu okulda eğitim aldıktan sonra Frunze'de bulunan A. S. Puşkin adındaki 5 no’lu yatılı okula kaydını yaptırmıştır. 1953 yılında ise Kırgız Devlet Üniversitesi Filoloji Fakültesine girmiştir. 1955 yılında annesini de kaybeden Cakıpbekov'un üniversitedeki öğrencilik yılları maddi açıdan sıkıntılarla geçmiştir. (Göz 2004: 113) 1958 yılında üniversiteden mezun olduktan sonra Kültür ve Edebiyat dergisiAla-Too'nunyazı işlerinde çalışmaya başlamış 1961 yılında kadar bulunduğu bu görevden sonra doğduğu köy Şeker'e giderek 1964 yılına kadar öğretmenlik yapmış yine aynı yıl Kırgızmambasın yazı işlerinde çalışmış 1959 ve 1965 yılları arasında ise Mektep Yayınevinin yazı işlerinde görev almıştır. (Rıspaev vd. 1989: 208) Cakıpbekov yaptığı çeviriler ve hikayelerle Kırgız edebiyatı çevrelerinde tanınmıştır (Abdıldacan: 2015: 221). Bişkek’teki evinde kalp krizi geçirerek vefat etmiştir.
Basri Gocul,https://teis.yesevi.edu.tr/madde-detay/gocul-basri,3,Eğitim Ve Bilim -  Yayıncılık,Öğretmen -  Şair -  Yazar,True,Özvar,1,Tekirdağ,41.16069,27.80093,1910,1976,66,"15 Mart 1910 tarihinde Tekirdağ'ın Çorlu ilçesinde Muhiddin Mahallesi'nde doğdu. Dördü erkek, ikisi kız altı kardeşten beşincisidir. Babası ""Uzun"" lakabıyla bilinen Arif Ağa, annesi Hamide Hanım'dır. Gocul, yedi yıllık ilköğrenimini Çorlu'nun Şücaeddin Zükûr Mekteb-i İptidaisi'nde bitirdi. Ortaöğrenimini Edirne Ziraat Mektebi'nde tamamladı. Sanat aşkı ve ailevi durumu Gocul'un yüksek öğrenim tahsilini engelledi. 27 Eylül 1927 tarihinde Tekirdağ'ın Saray ilçesinde Edir köyünde öğretmen olarak hayata atıldı. 1943 yılında Ulviye Hanım'la evlendi, bu evlilikten Tancıl (1935) ve Kemalist (1936) isimli iki erkek çocuğu dünyaya geldi. 28 Mart 1969 tarihinde Bursa Merkez Balaban Bey İlkokulu'ndaki son görevini yaptı ve öğretmenlik mesleğinden emekli oldu. 9 Ocak 1976 tarihine rastlayan cuma günü Bursa'da vefat etti. Basri Gocul'un mezarı Emir Sultan Kabristanı'ndadır."
Başar Başarır,https://teis.yesevi.edu.tr/madde-detay/basar-basarir,1,Mimari Ve Mühendislik -  Eğitim Ve Bilim -  Yayıncılık,Yazar -  Eğitimci -  Mühendis,True,Hep Kitap,1,İstanbul,41.01384,28.94966,1970,,54,İstanbul’da doğdu. 1987’de İstanbul Erkek Lisesi’ni ve 1992’de Boğaziçi Üniversitesi Makine Mühendisliği bölümünü bitirdi. British Council bursuyla City University London’da uluslararası iletişim konusunda yüksek lisans yaptı.
Başar Sabuncu,https://teis.yesevi.edu.tr/madde-detay/sabuncu-basar,4,Yayıncılık -  Performans Sanatları,Oyun Yazarı -   Senaryo Yazarı -  Yönetmen -  Çevirmen -  Sahne Yazarı,True,"Mitos, Ayrıntı",2,İstanbul,41.01384,28.94966,1943,2015,72,"İstanbul'da dünyaya geldi. 1961'de Saint Joseph Lisesi'ni bitirdi. Saint Joseph Lisesi'nde iken tiyatro alanında yapılan etkinliklere katılarak tecrübe edindi. Bu tecrübelerinden meslek hayatında istifade etti. Ankara Siyasal Bilgiler Fakültesi'ni kazanan Başar Sabuncu, üniversitedeki eğitim hayatını yarıda bıraktı. İstanbul Üniversitesi Fransız Dili ve Edebiyatı Bölümü'nde öğrenim hayatına başlayan Sabuncu, kısa bir süre sonra Fransız Dili ve Edebiyatı Bölümü' nde aldığı eğitimini devam etmedi. Sadece tiyatro ile ilgilenen Sabuncu, tiyatro oyunlarında oyunculuk yaptı ve meslek hayatına tiyatro yazarlığı yaparak yön vermeye karar verdi."
Behiç Duygulu,https://teis.yesevi.edu.tr/madde-detay/duygulu-behic,1,Yayıncılık,Yazar -  Yayıncı,True,Kovan,1,İzmir,38.41273,27.13838,1933,1985,52,"İzmir’in Ödemiş ilçesinde doğdu. Naime Hanım ile İbrahim Bey’in oğludur. Ödemiş Ortaokulunu bitirdikten sonra düzenli bir eğitim olanağı bulamadığı için 1961 yılında, Aydın Lisesini dışarıdan bitirdi. 1950’de Ödemiş’te kurduğu Duygulu Kitabevi’ni işleterek yaşamını sürdürdü. Eşini kaybetmesi ve işlerinin bozulmasından sonra 1975 yılında İstanbul’a giderek kitap dağıtımcılığı yaptı. İstanbul’da Turna adlı bir yayınevi kuran Behiç Duygulu, bu sahada uzun süre faaliyet gösteremeden 2 Nisan 1985’te vefat etti."
Belma Aksun,https://teis.yesevi.edu.tr/madde-detay/belma-aksun,9,Medya -  Yayıncılık,Yazar -  Çevirmen -  Gazeteci,True,"İnkılap, Beyan, Mühür, Metis, Nehir, Ötüken",6,Konya,37.87135,32.48464,1938,,86,1 Ocak 1938'de Konya’da doğdu. Kız Tatbikat İlkokulu ve Karma Ortaokulu'ndan sonra 1955'te Konya Kız Öğretmen Okulu'ndan mezun oldu. 1956-1963 yıllarında Banco di Roma'nın İstanbul Merkez Şubesi’nde çalıştı.
Besim Atalay,https://teis.yesevi.edu.tr/madde-detay/atalay-besim,9,Kamu Ve Hukuk -  Eğitim Ve Bilim -  Yayıncılık,Öğretmen -  Milli Eğitim Müdürü -  Şair -  Yazar -  Milletvekili,True,"Köy Hocası, Alaeddin Kıral, Muallim Ahmet Halit Yaşaroğlu Kitaphanesi, Türk Dil Kurumu, İbrahim Horoz, Üçler, Burhanettin Erenler, Doğan Kardeş, Ayyıldız",9,Uşak,38.67351,29.4058,1882,1965,83,"Ahmet Besim Atalay, Uşak'ta dünyaya geldi. Uşak, Şehzadebaşı ve Boduroğlu medreselerinde öğrenim gördü. Kıraat, Arapça, fıkıh ve Molla cami gibi dersler okudu (Atalay, 1961: 130). Daha sonra usulü fıkıh, tefsir, hadis gibi derslerin yanında tasavvufa yönelik eserler de okudu. Medrese eğitiminde Arapça ve Farsça öğrenen Atalay, 10 yılın sonunda medrese eğitimini tamamladı. 1905 Eylül ayında İzmir’e gitti. Daha sonra İstanbul'da Sultanahmet Medresesine yerleşti. Bu arada Şehzade Camiinde ders veren Çarsambalı Hacı Ahmet Efendi'nin derslerine devam etti. Ondan Buhari ve Usul-ü Fıkıh dersleri okudu (Atalay, 1961: 133). 1909 yılında Şehzade Camiinde icazet alıp, madalya ve hediyelerle ödüllendirildi. Atalay aldığı medrese eğitimine rağmen, medreselerin anlamsızlığına inanmış ve hayatı boyunca ""devrimci bir medreseli"" portresi çizmiştir (Güldösen, 2008: 18)."
